0,fist,18,11,14,16,86,8,1,9,14
0,fist,23,1,1,15,83,8,2,3,10
0,fist,24,11,11,16,86,16,11,2,5
0,fist,2,11,18,16,50,1,14,4,1
0,fist,1,10,18,16,47,1,11,8,30
0,fist,1,11,19,16,52,3,11,5,1
0,fist,1,12,18,16,51,4,11,10,1
0,fist,0,12,18,14,51,8,11,11,30
0,fist,0,11,18,16,52,7,9,5,1
0,fist,0,10,17,14,52,4,9,4,30
0,fist,0,12,18,16,51,1,8,4,1
0,fist,0,11,18,14,52,3,9,9,30
0,fist,1,13,18,14,51,8,11,4,35
0,fist,1,13,16,15,47,5,4,10,31
0,fist,1,11,18,16,48,1,11,4,26
0,fist,1,10,18,14,50,4,18,11,39
0,fist,0,13,16,16,48,3,11,9,30
0,fist,1,13,17,16,52,8,13,10,35
0,fist,0,12,18,15,54,4,17,11,35
0,fist,1,12,18,16,52,3,15,9,26
0,fist,1,13,18,14,52,4,11,4,35
0,fist,0,12,18,14,48,3,11,10,35
0,fist,0,11,18,15,54,1,17,11,43
0,fist,2,12,16,16,49,13,13,16,38
0,fist,1,13,16,16,48,4,13,12,35
0,fist,1,12,18,15,50,8,21,11,35
0,fist,2,12,16,16,52,8,11,14,41
0,fist,1,12,19,14,44,8,14,10,35
0,fist,0,11,16,16,52,7,11,10,1
0,fist,1,13,16,14,48,12,11,12,39
0,fist,0,11,18,14,50,7,13,7,35
0,fist,0,12,16,16,48,4,13,9,35
0,fist,2,13,17,15,48,12,11,11,34
0,fist,1,13,16,14,47,7,7,9,35
0,fist,2,11,18,1,48,8,17,11,43
0,fist,1,11,17,14,48,8,17,11,43
0,fist,1,12,16,15,48,8,13,14,35
0,fist,2,12,16,16,48,5,13,11,35
0,fist,2,12,16,15,52,8,13,16,35
0,fist,0,11,16,16,48,7,13,11,35
0,fist,2,12,17,14,52,8,17,10,43
0,fist,2,12,19,14,50,6,18,10,43
0,fist,0,11,18,14,48,4,11,13,35
0,fist,1,12,16,16,44,1,9,9,30
0,fist,2,12,19,16,52,6,18,10,1
0,fist,2,13,16,16,50,8,11,9,35
0,fist,2,13,19,15,52,6,11,4,35
0,fist,0,11,19,16,54,4,17,10,1
0,fist,1,11,19,14,50,1,11,9,35
0,fist,0,12,16,16,48,1,13,11,35
0,fist,3,11,18,1,54,8,11,9,30
0,fist,1,12,18,14,49,3,13,7,35
0,fist,0,11,18,14,52,4,11,4,30
0,fist,1,12,17,16,48,1,11,9,30
0,fist,1,12,17,16,54,1,11,10,22
0,fist,0,12,17,17,48,1,11,7,26
0,fist,0,10,18,14,49,3,7,4,30
0,fist,0,13,16,16,48,1,10,10,1
0,fist,0,10,18,16,50,0,14,10,1
0,fist,0,11,18,16,48,3,8,4,1
0,fist,1,11,18,14,48,1,14,10,30
0,fist,1,12,16,16,48,1,9,8,30
0,fist,0,12,16,14,48,0,10,9,30
0,fist,1,12,18,16,47,3,7,10,31
0,fist,1,12,16,18,48,1,8,7,1
0,fist,0,12,15,16,48,1,5,7,31
0,fist,0,11,16,16,48,1,9,1,27
0,fist,0,11,17,16,48,1,9,1,24
0,fist,0,11,17,16,52,3,9,8,23
0,fist,0,10,17,19,50,4,6,1,22
0,fist,1,11,17,18,52,0,6,1,23
0,fist,0,11,18,14,48,3,9,2,24
0,fist,1,13,17,16,50,0,8,1,18
0,fist,3,13,16,18,50,4,8,7,23
0,fist,0,11,18,16,51,6,8,2,23
0,fist,0,11,17,16,48,1,6,1,24
0,fist,2,12,18,16,54,2,5,2,22
0,fist,1,12,17,16,51,2,4,1,18
0,fist,3,11,18,16,1,2,10,0,18
0,fist,1,11,17,17,50,4,4,1,18
0,fist,2,12,18,17,52,2,9,0,16
0,fist,3,12,19,17,52,1,2,0,18
0,fist,3,13,17,17,1,0,4,1,18
0,fist,2,13,17,18,50,3,4,9,23
0,fist,0,11,17,17,52,0,4,1,16
0,fist,3,12,19,17,1,3,3,0,14
0,fist,2,11,20,17,52,3,3,0,1
0,fist,3,12,19,17,52,3,5,0,1
0,fist,2,11,20,17,52,2,3,0,1
0,fist,3,11,19,17,54,3,3,0,1
0,fist,3,12,18,17,52,5,6,1,18
0,fist,2,12,18,17,50,2,6,1,16
0,fist,3,11,19,18,54,1,8,1,18
0,fist,2,13,17,16,50,9,1,1,18
0,fist,2,11,17,16,52,5,0,0,18
0,fist,2,11,18,17,54,7,6,1,18
0,fist,3,11,19,17,52,0,8,0,1
0,fist,4,12,17,18,52,1,3,1,13
0,fist,2,12,17,17,50,0,4,0,1
0,fist,2,10,19,17,52,7,3,0,1
0,fist,3,11,17,17,1,3,2,1,16
0,fist,2,11,17,15,53,6,1,0,16
0,fist,2,12,17,17,54,7,6,1,16
0,fist,20,14,14,1,83,4,5,20,28
0,fist,3,13,15,19,50,1,4,1,23
0,fist,3,12,18,14,52,1,2,2,16
0,fist,2,10,19,17,54,7,2,0,1
0,fist,1,10,19,17,48,7,3,0,1
0,fist,2,11,19,17,52,3,3,0,14
0,fist,2,11,17,16,54,7,6,1,18
0,fist,2,11,17,17,52,7,6,1,18
0,fist,1,10,19,15,54,4,3,0,18
0,fist,3,11,18,19,1,0,3,1,14
0,fist,4,12,18,19,52,5,4,1,14
0,fist,3,11,17,16,1,3,3,1,18
0,fist,2,11,18,15,50,7,0,0,1
0,fist,2,10,19,15,1,7,8,2,1
0,fist,3,10,19,17,52,9,1,2,1
0,fist,3,10,18,17,1,11,2,1,1
0,fist,3,11,17,17,1,3,2,1,1
0,fist,2,10,18,17,1,7,3,1,1
0,fist,3,11,18,17,1,9,3,1,1
0,fist,3,12,18,17,52,8,1,2,1
0,fist,1,12,15,19,50,3,1,1,12
0,fist,2,12,18,17,54,7,0,0,1
0,fist,3,11,19,17,52,9,8,2,1
0,fist,3,10,20,17,1,5,2,2,1
0,fist,3,11,19,15,54,5,3,0,1
0,fist,3,10,19,17,51,9,3,0,1
0,fist,3,10,20,17,51,7,2,0,12
0,fist,3,11,17,17,52,5,2,1,1
0,fist,4,12,18,17,52,3,2,1,18
0,fist,2,12,18,17,50,7,0,0,1
0,fist,1,11,17,17,51,4,4,1,16
0,fist,2,12,17,17,53,7,0,2,1
0,fist,2,10,17,16,50,7,3,1,16
0,fist,3,11,17,17,51,5,2,1,16
0,fist,2,12,18,17,1,9,1,1,1
0,fist,2,10,18,17,52,7,3,1,1
0,fist,2,10,17,17,53,7,2,1,1
0,fist,3,10,19,17,52,7,0,2,1
0,fist,3,12,18,17,51,9,3,2,1
0,fist,4,11,18,17,51,8,2,1,1
0,fist,3,11,17,16,52,7,2,1,1
0,fist,3,11,19,17,50,3,3,2,1
0,fist,4,11,19,17,51,3,0,2,1
0,fist,3,12,18,17,51,8,1,2,1
0,fist,3,9,19,17,1,9,0,2,1
0,fist,2,12,17,17,1,9,3,1,1
0,fist,4,11,18,17,1,7,1,2,1
0,fist,3,13,17,17,1,1,3,1,16
0,fist,4,12,17,17,1,8,1,2,1
0,fist,2,10,19,17,50,9,1,0,1
0,fist,4,12,17,17,51,9,2,1,1
0,fist,4,11,18,19,51,9,2,1,1
0,fist,3,11,17,17,53,9,2,1,3
0,fist,2,12,18,17,50,7,0,0,1
0,fist,2,10,19,17,51,9,2,0,1
0,fist,3,11,19,17,53,5,0,2,1
0,fist,2,12,18,17,50,7,1,2,1
0,fist,3,13,17,17,1,8,1,2,4
0,fist,3,12,18,17,50,9,3,1,1
0,fist,3,12,20,17,51,8,2,0,1
0,fist,3,12,17,16,48,3,1,1,1
0,fist,2,12,18,17,48,9,3,2,1
0,fist,4,12,19,17,50,4,0,2,4
0,fist,2,11,19,16,51,9,0,0,1
0,fist,4,11,19,17,1,9,0,2,1
0,fist,3,12,18,17,1,8,2,1,1
0,fist,3,11,19,17,51,9,2,2,1
0,fist,2,12,17,17,1,9,1,2,4
0,fist,2,12,17,19,1,9,2,1,1
0,fist,2,12,19,17,1,9,3,2,1
0,fist,4,13,17,16,51,9,1,0,1
0,fist,3,12,19,17,48,8,0,2,1
