fist,2,10,18,17,44,74,34,1,21
fist,2,10,17,17,51,72,34,86,7
fist,3,10,19,17,51,1,46,1,21
fist,3,12,18,17,44,1,34,1,21
fist,4,11,18,17,51,1,53,86,39
fist,3,11,17,16,44,1,34,1,39
fist,3,11,19,17,53,1,34,1,13
fist,4,11,19,17,51,68,38,1,13
fist,3,12,18,17,52,1,34,1,21
fist,3,9,19,17,56,1,46,1,21
fist,2,12,17,17,49,1,34,1,21
fist,4,11,18,17,47,1,34,86,13
fist,3,13,17,17,48,1,23,1,21
fist,4,12,17,17,49,1,34,86,1
fist,2,10,19,17,46,1,38,86,21
fist,4,12,17,17,51,1,34,1,39
fist,4,11,18,19,51,1,35,86,21
fist,3,11,17,17,52,25,24,86,39
fist,2,12,18,17,53,72,16,86,13
fist,2,10,19,17,52,1,24,86,21
fist,3,11,19,17,52,72,38,1,12
fist,2,12,18,17,46,1,19,1,21
fist,3,13,17,17,48,1,34,1,16
fist,3,12,18,17,53,1,34,67,28
fist,3,12,20,17,51,1,35,86,21
fist,3,12,17,16,49,68,35,59,21
fist,2,12,18,17,46,1,34,1,13
fist,4,12,19,17,53,74,27,86,39
fist,2,11,19,16,51,1,27,86,21
fist,4,11,19,17,50,68,38,1,21
fist,3,12,18,17,48,1,20,1,8
fist,3,11,19,17,52,1,24,1,13
fist,2,12,17,17,49,1,19,1,16
fist,2,12,17,19,49,1,34,1,13
fist,2,12,19,17,50,1,24,1,12
fist,4,13,17,16,51,70,31,86,21
fist,3,12,19,17,51,1,38,1,21
fist,3,12,18,18,51,1,35,1,21
fist,2,11,17,18,49,1,24,1,21
fist,3,12,17,18,49,1,34,86,21
fist,3,10,19,17,49,1,46,67,28
fist,3,12,18,18,51,74,38,1,21
fist,3,11,19,17,48,1,35,86,39
fist,2,10,19,17,49,1,35,1,16
fist,3,11,17,19,53,29,27,1,21
fist,2,13,16,18,49,1,31,59,1
fist,2,10,19,17,49,1,35,86,40
fist,2,12,19,17,53,72,38,1,21
fist,2,12,17,19,50,1,34,1,12
fist,3,11,19,17,55,1,38,1,13
fist,2,11,17,18,49,1,34,86,21
fist,3,12,19,17,53,1,38,1,21
fist,5,12,18,17,52,1,27,86,39
fist,3,11,19,17,53,1,38,1,13
fist,4,11,19,16,47,1,38,86,16
fist,3,11,18,18,51,1,34,86,39
fist,3,11,17,18,53,1,27,1,39
fist,4,11,19,16,47,1,38,1,39
fist,4,11,19,16,47,72,38,59,39
fist,4,12,18,16,49,74,27,1,39
fist,4,12,19,17,53,1,27,1,16
fist,4,12,18,17,48,72,35,1,39
fist,5,12,19,18,47,74,27,1,21
fist,4,11,17,18,49,1,35,1,39
fist,5,11,19,19,53,74,38,1,16
fist,21,13,17,18,66,6,47,34,28
fist,2,12,18,18,52,1,35,1,21
fist,4,11,19,16,53,1,38,1,39
fist,3,12,19,16,49,1,34,1,39
fist,4,11,19,17,57,25,38,86,39
fist,3,12,19,17,57,1,38,1,12
fist,4,12,18,18,49,74,38,86,21
fist,3,12,19,17,54,1,38,86,39
fist,2,12,19,17,50,1,38,1,39
fist,4,11,19,18,56,74,46,1,21
fist,2,12,16,18,50,27,16,86,21
fist,3,12,18,16,52,1,38,67,39
fist,2,11,19,16,49,1,35,1,39
fist,3,11,17,18,47,1,35,1,13
fist,3,10,19,18,55,1,46,1,13
fist,3,11,19,17,48,1,35,1,16
fist,3,11,19,17,51,74,46,86,28
fist,6,13,18,18,48,74,35,1,39
fist,3,11,19,18,51,29,38,86,21
fist,4,11,19,18,57,1,35,86,1
fist,3,13,16,17,53,1,17,86,1
fist,3,11,18,16,47,1,24,1,21
fist,3,11,17,18,50,1,53,67,21
fist,4,11,19,16,50,1,35,86,39
fist,3,11,17,18,43,1,35,86,21
fist,3,12,18,16,51,70,38,67,13
fist,4,12,19,18,51,74,38,86,21
fist,3,11,19,16,46,25,35,1,1
fist,3,12,18,17,40,68,34,67,40
fist,3,11,19,17,46,1,35,1,1
fist,3,13,17,17,49,70,31,1,21
fist,2,11,19,16,50,1,35,86,13
fist,1,11,17,18,46,74,17,1,21
fist,2,11,17,16,46,74,17,86,40
fist,2,11,19,16,46,1,35,86,40
fist,2,11,19,16,54,1,35,48,1
fist,2,11,17,18,54,1,35,67,13
fist,4,12,18,18,50,70,35,86,13
fist,3,12,18,16,51,70,24,86,40
fist,3,11,19,17,52,1,53,1,28
fist,2,14,16,15,50,1,13,82,1
fist,2,11,19,16,51,74,20,86,21
fist,1,9,19,18,49,1,35,86,21
fist,2,11,19,18,54,1,35,86,21
fist,2,11,19,16,54,1,35,86,1
fist,1,11,19,16,47,1,38,48,8
fist,1,11,17,18,54,1,17,86,21
fist,2,11,19,16,47,1,53,48,28
fist,4,12,19,18,54,1,35,86,21
fist,1,11,19,16,47,1,32,86,28
fist,1,12,17,15,53,1,31,82,1
fist,1,11,19,16,53,60,17,86,13
fist,2,11,17,18,53,60,17,86,21
fist,3,12,17,18,54,1,17,48,13
fist,2,11,19,16,50,1,35,48,28
fist,2,11,19,16,46,1,35,48,28
fist,3,11,18,16,51,74,16,86,21
fist,1,12,18,16,47,74,16,86,21
fist,3,11,18,18,49,1,35,83,13
fist,2,11,20,16,46,1,34,86,28
fist,0,11,16,17,53,70,13,48,21
fist,2,12,19,16,53,1,16,1,21
fist,2,12,19,16,49,1,31,86,1
fist,2,11,18,16,55,70,21,48,13
fist,1,12,18,16,49,71,17,51,21
fist,2,12,18,16,50,1,14,83,21
fist,1,10,18,18,57,74,32,48,1
fist,3,12,19,16,55,1,17,52,13
fist,1,12,19,16,50,1,14,1,13
fist,2,11,17,17,54,1,31,82,21
fist,2,11,18,17,49,21,31,52,1
fist,1,11,16,17,55,64,1,83,1
fist,2,11,18,16,52,70,16,83,21
fist,1,11,18,17,51,68,17,83,1
fist,2,12,18,15,55,1,14,1,21
fist,2,11,18,18,55,71,32,83,1
fist,2,11,18,17,55,70,32,83,1
fist,3,12,17,18,52,1,14,70,13
fist,2,11,19,17,55,1,14,1,1
fist,0,10,18,16,51,66,14,1,13
fist,3,13,16,17,54,21,1,1,0
fist,2,11,18,18,49,1,14,52,1
fist,2,11,17,18,55,1,14,48,1
fist,1,12,17,18,55,70,14,52,1
fist,3,11,19,15,55,1,34,83,21
fist,1,11,18,15,52,66,13,83,13
fist,3,12,18,16,55,70,14,1,1
fist,4,12,18,1,55,1,14,83,21
fist,2,12,18,15,53,70,13,1,13
fist,3,12,18,16,55,70,14,1,1
fist,1,10,16,1,54,66,11,55,0
fist,1,12,17,15,55,70,13,1,1
fist,2,12,18,15,52,1,14,52,13
fist,2,12,18,15,55,1,14,52,13
fist,2,11,18,15,53,68,14,51,1
fist,2,12,18,15,55,1,14,51,13
fist,1,11,18,15,55,63,14,1,1
fist,3,12,18,1,51,1,31,83,13
fist,2,12,18,15,55,63,5,1,1
fist,3,12,17,17,57,1,31,83,1
fist,19,13,14,18,70,27,58,37,1
fist,2,14,17,1,60,64,2,1,1
fist,3,12,17,17,55,70,13,1,1
fist,1,11,17,17,52,70,31,52,1
fist,1,11,18,18,53,70,32,48,13
fist,3,12,17,1,52,1,14,52,13
fist,2,12,19,15,52,1,14,1,13
fist,2,11,18,1,52,71,50,52,21
fist,2,12,17,1,49,1,13,1,21
fist,2,12,17,1,49,1,13,1,13
fist,1,11,18,15,49,66,11,1,1
fist,1,11,17,1,48,63,29,51,1
fist,3,12,18,17,52,1,14,83,1
fist,2,12,18,1,48,1,11,1,1
fist,2,12,17,1,45,66,13,83,1
fist,2,12,17,1,48,1,31,74,1
fist,3,13,18,17,52,1,13,79,1
fist,2,12,18,1,48,1,1,1,1
fist,2,12,18,1,46,1,14,1,1
fist,3,11,18,17,50,1,11,79,1
fist,1,11,16,17,48,61,25,55,0
fist,1,11,17,15,53,65,10,1,1
fist,1,11,18,15,50,1,10,1,1
fist,1,11,17,1,48,68,13,1,1
fist,2,12,17,15,53,68,10,1,1
fist,2,11,18,1,53,1,11,79,1
fist,2,11,18,1,50,69,11,1,0
fist,1,11,18,15,53,68,11,1,1
fist,1,11,18,1,48,1,28,79,1
fist,1,12,17,15,50,69,10,1,1
fist,0,11,15,16,52,0,1,1,1
fist,0,10,17,15,50,69,10,1,1
fist,1,12,17,15,54,69,1,1,1
fist,1,11,17,17,50,69,27,1,0
fist,1,12,18,16,52,63,1,1,1
fist,0,13,16,17,50,71,1,1,0
fist,0,12,17,15,52,51,1,1,1
fist,2,14,16,17,49,69,1,1,0
fist,0,12,16,17,52,51,1,34,0
fist,1,11,17,15,50,73,1,1,31
fist,0,13,15,16,55,75,1,1,1
fist,1,12,17,15,54,71,1,1,0
fist,1,13,16,16,50,69,1,1,0
fist,2,12,16,15,57,69,1,1,0
fist,0,11,17,15,54,69,1,1,0
fist,1,12,17,15,50,69,1,79,0
fist,1,12,16,16,55,69,42,1,1
fist,1,12,15,16,50,69,1,1,0
fist,1,12,15,15,51,73,1,1,23
fist,1,13,17,15,50,73,1,79,0
fist,0,11,16,16,56,61,1,79,1
fist,0,10,15,16,57,88,6,1,0
fist,1,11,16,15,51,73,1,1,1
fist,0,12,16,15,50,73,1,1,0
fist,1,13,16,17,53,69,1,1,0
fist,0,11,16,15,52,54,1,1,22
fist,1,13,18,15,55,68,1,79,0
fist,0,12,16,15,52,73,1,1,1
fist,1,13,16,15,46,73,1,1,0
fist,1,13,16,17,47,73,1,1,0
fist,0,12,14,15,58,35,64,1,0
fist,0,11,15,15,47,73,1,1,0
fist,1,13,16,15,54,63,1,34,0
fist,0,11,16,15,55,88,1,1,1
fist,0,11,16,15,52,75,1,1,23
fist,0,11,18,16,52,88,1,34,0
fist,0,11,17,13,50,71,1,1,1
fist,0,11,18,15,48,65,1,34,0
fist,0,11,17,15,52,69,1,34,0
fist,0,11,17,15,55,71,1,1,0
fist,0,12,14,15,54,58,46,1,1
fist,0,11,15,14,54,73,6,1,1
fist,0,11,16,14,52,59,1,1,0
fist,0,11,16,14,48,61,1,1,0
fist,0,10,17,15,53,73,10,1,0
fist,0,11,17,14,53,69,24,1,0
fist,1,11,18,15,54,65,25,1,0
fist,0,11,17,15,53,69,7,1,0
fist,0,10,18,15,53,88,7,1,0
fist,0,10,18,15,54,65,25,1,0
fist,2,11,16,16,49,60,1,1,0
fist,0,11,16,14,55,61,7,1,1
fist,1,10,18,15,51,61,27,1,1
fist,1,12,16,15,51,61,1,1,1
fist,0,12,16,15,46,59,1,1,0
fist,0,11,18,15,46,73,25,1,0
fist,0,12,16,17,48,73,1,58,0
fist,1,12,16,15,51,73,25,59,1
fist,0,12,16,15,46,73,1,1,1
fist,0,13,16,15,48,61,1,1,0
fist,0,10,15,16,56,58,1,1,0
fist,0,11,15,15,55,88,1,1,0
fist,0,11,16,14,46,61,1,1,19
fist,0,12,15,14,54,88,1,59,1
fist,1,11,18,15,50,73,1,34,0
fist,0,11,16,14,47,73,1,1,1
fist,1,11,18,15,53,69,24,1,0
fist,0,11,18,16,46,61,1,15,0
fist,1,12,18,15,53,61,1,1,0
fist,1,12,18,15,50,61,1,34,0
fist,18,14,14,18,69,32,61,45,1
fist,3,6,8,8,7,0,1,1,60
fist,4,9,12,13,40,77,45,36,23
fist,1,12,16,16,52,61,1,1,1
fist,1,11,16,14,50,65,1,1,1
fist,0,11,17,15,49,69,10,1,1
fist,0,12,16,15,54,65,1,1,1
fist,0,12,16,15,54,61,1,1,1
fist,0,11,17,15,50,73,1,1,0
fist,0,10,17,15,50,65,27,1,0
fist,0,9,18,15,50,88,28,1,1
fist,54,42,19,8,32,5,7,18,7
fist,0,11,16,16,47,63,1,1,0
fist,0,11,15,14,51,86,1,1,1
fist,0,12,16,15,50,61,1,1,1
fist,2,11,18,15,49,65,25,1,0
fist,0,10,18,15,49,65,28,1,0
fist,0,11,15,16,55,69,7,55,1
fist,0,10,16,14,49,68,28,55,1
fist,0,11,17,15,49,65,7,1,1
fist,1,11,18,15,49,61,26,1,1
fist,43,1,1,12,50,11,1,7,7
fist,3,10,11,11,34,71,26,78,1
fist,2,11,16,17,46,77,70,14,1
fist,3,13,18,14,50,69,1,34,1
fist,2,12,18,14,48,61,1,1,9
fist,0,11,18,15,50,68,25,1,1
fist,0,11,16,15,47,86,1,1,1
fist,0,10,18,15,50,71,26,1,1
fist,1,11,18,15,49,65,29,1,1
fist,2,11,17,15,49,65,28,1,1
fist,0,11,17,15,50,71,1,1,1
fist,37,43,23,15,48,7,12,0,8
fist,0,10,11,11,26,1,1,81,1
fist,1,13,16,14,48,61,63,11,1
fist,1,12,17,15,43,69,1,1,1
fist,0,11,17,15,51,88,1,1,1
fist,0,10,18,15,50,69,28,1,1
fist,1,11,17,15,50,1,28,1,1
fist,0,10,18,15,49,68,28,1,1
fist,0,10,18,15,50,68,25,1,1
fist,1,12,18,15,50,61,1,1,0
fist,1,12,16,17,53,61,1,55,0
fist,73,70,40,5,43,15,9,5,19
fist,1,12,11,12,27,1,40,54,1
fist,1,13,14,15,48,86,48,1,1
fist,2,12,17,17,50,61,1,55,1
fist,1,12,18,15,46,71,1,1,0
fist,1,12,18,15,48,65,1,1,0
fist,0,10,18,15,49,73,25,1,0
fist,1,12,16,17,50,61,1,55,0
fist,1,12,16,15,49,86,1,1,1
fist,1,12,16,15,50,61,1,1,1
fist,1,12,16,15,53,61,1,1,1
fist,33,12,2,1,22,6,8,2,4
fist,2,11,10,12,29,1,35,1,1
fist,2,11,16,15,47,59,71,1,1
fist,1,12,18,15,50,65,27,1,1
fist,0,11,16,15,50,65,1,1,1
fist,0,11,16,15,50,65,1,55,1
fist,1,12,16,15,50,38,1,1,1
fist,0,10,17,15,49,65,11,1,1
fist,1,12,16,17,49,65,28,37,1
fist,1,12,16,15,50,65,1,1,1
fist,1,11,18,15,49,65,73,1,1
fist,0,63,26,14,7,0,6,3,6
fist,5,11,12,1,47,1,1,1,71
fist,2,11,16,15,44,61,59,1,1
fist,1,11,18,15,45,65,69,1,1
fist,0,12,16,15,50,38,1,1,1
fist,0,11,16,17,48,71,1,36,1
fist,2,13,17,15,48,65,1,1,1
fist,1,11,18,15,46,65,73,1,1
fist,1,11,16,17,46,66,73,51,1
fist,1,11,18,15,46,65,29,1,1
fist,1,11,18,13,49,66,73,1,1
fist,1,13,16,17,51,36,1,1,0
fist,0,11,16,15,55,65,1,1,1
fist,1,9,18,15,49,63,76,37,9
fist,1,11,16,17,51,68,28,36,1
fist,1,11,16,15,46,68,1,55,13
fist,2,12,18,15,46,63,26,1,1
fist,1,11,16,15,54,66,1,36,1
fist,2,12,16,15,53,65,1,1,1
fist,1,12,17,15,49,65,28,1,1
fist,1,12,17,15,49,20,28,1,1
fist,1,13,16,17,53,36,1,58,1
fist,0,11,16,15,49,63,1,1,1
fist,1,12,16,15,49,65,11,51,1
fist,1,12,17,15,49,66,28,1,1
fist,1,11,16,15,46,65,1,55,1
fist,2,13,16,15,46,1,1,55,13
fist,1,12,16,15,46,63,25,55,13
fist,3,13,17,15,53,66,1,1,1
fist,2,12,17,15,53,65,28,1,1
fist,2,13,16,15,49,20,1,1,1
fist,2,11,18,17,50,16,70,1,0
fist,0,11,16,1,49,66,1,1,0
fist,1,12,18,15,49,65,1,1,1
fist,1,12,16,1,48,70,1,36,1
fist,0,11,18,1,50,65,1,34,0
fist,1,12,16,1,43,38,1,1,1
fist,0,12,18,1,50,66,1,19,0
fist,1,11,16,1,54,66,1,1,1
fist,3,13,16,1,53,66,1,1,0
fist,1,11,16,1,53,66,1,36,1
fist,16,13,15,16,1,14,38,35,34
fist,2,14,15,14,43,38,71,73,71
fist,0,12,15,15,45,52,85,88,85
fist,2,13,15,15,54,54,81,89,85
fist,3,13,15,14,52,46,86,75,85
fist,1,14,15,14,51,33,74,75,85
fist,0,13,15,15,48,33,88,85,85
fist,2,12,15,16,55,51,62,76,85
fist,1,13,15,14,57,41,87,84,1
fist,0,13,15,14,54,41,87,84,1
fist,4,14,17,16,58,69,60,81,1
fist,2,13,15,15,53,71,60,79,1
fist,4,14,16,14,58,72,58,81,1
fist,3,13,16,13,52,72,42,78,1
fist,2,12,15,14,52,72,57,70,68
fist,3,13,14,15,60,71,42,69,85
fist,3,13,15,15,57,80,75,73,1
fist,4,14,15,16,53,23,75,79,1
fist,2,13,16,16,54,45,61,79,1
fist,3,13,17,16,56,26,73,79,66
fist,2,14,15,15,52,42,87,79,1
fist,1,13,15,16,50,38,69,75,66
fist,1,15,15,14,59,40,88,85,85
fist,1,13,17,14,55,68,82,84,85
fist,0,13,14,15,64,86,72,84,1
fist,1,13,15,15,56,85,87,84,1
fist,1,13,16,14,63,69,81,76,66
fist,1,13,16,14,63,41,87,79,85
fist,3,14,16,14,66,72,71,85,85
fist,3,13,16,15,57,72,78,81,85
fist,4,13,15,15,74,73,59,80,1
fist,3,14,15,15,67,23,87,84,85
fist,3,13,16,15,62,24,78,76,85
fist,2,13,14,15,63,69,63,75,85
fist,3,12,16,15,63,69,78,81,1
fist,3,13,14,15,64,46,78,76,76
fist,3,13,15,15,58,46,80,81,85
fist,2,12,16,14,48,19,63,73,85
fist,2,12,16,14,46,42,81,76,62
fist,2,14,16,15,50,23,71,77,85
fist,3,13,14,15,51,70,80,87,85
fist,1,13,14,15,46,68,84,84,1
fist,2,12,15,15,55,68,88,76,1
fist,1,13,14,16,55,68,83,88,85
fist,0,14,15,14,43,57,84,76,71
fist,2,14,14,16,51,50,81,73,85
fist,0,13,15,16,46,68,80,88,85
fist,2,15,16,15,45,46,67,73,85
fist,2,15,16,15,42,46,67,86,81
fist,0,14,14,15,50,53,78,85,80
fist,3,16,15,16,41,26,70,70,69
fist,0,14,16,12,43,52,64,82,80
fist,2,12,15,13,42,53,64,70,69
fist,0,14,14,14,37,45,66,72,75
fist,0,13,14,13,46,47,64,73,69
fist,3,13,14,13,45,44,64,73,69
fist,5,14,12,14,30,50,70,70,71
fist,2,13,13,13,48,47,70,67,66
fist,2,14,12,14,44,52,67,77,75
fist,3,13,13,13,26,45,62,76,72
fist,3,13,14,15,18,56,77,83,77
fist,4,12,14,11,17,44,72,76,84
fist,5,11,14,12,15,61,63,69,74
fist,19,12,12,13,10,58,74,70,78
fist,13,13,12,13,3,57,73,70,78
fist,10,11,12,13,8,46,63,61,70
fist,8,11,13,13,23,61,76,67,78
fist,3,12,12,12,11,61,76,70,77
fist,4,11,10,10,15,54,75,70,78
fist,4,9,11,12,15,41,61,65,68
fist,4,5,6,9,2,67,73,75,77
fist,3,8,10,13,18,53,66,66,74
fist,0,9,10,12,28,51,64,66,72
fist,3,7,10,12,10,54,68,67,78
fist,3,8,8,11,15,60,67,63,77
fist,2,8,9,12,20,53,64,69,72
fist,4,7,9,10,23,50,59,69,70
fist,6,8,8,12,9,52,66,70,63
fist,4,9,8,12,16,52,62,69,76
fist,0,10,9,11,1,49,71,68,70
fist,0,13,15,16,3,37,71,71,78
fist,2,9,12,13,1,47,63,64,66
fist,1,9,12,11,12,49,52,64,63
fist,3,9,12,10,1,41,47,64,63
fist,2,9,10,11,3,39,56,61,61
fist,1,11,11,10,9,41,51,60,61
fist,2,10,10,11,2,40,57,57,63
fist,1,9,10,11,19,39,56,53,68
fist,3,9,12,10,14,35,48,57,61
fist,1,8,11,9,1,41,54,60,61
fist,0,11,15,11,5,41,53,69,72
fist,3,9,12,10,7,39,54,60,70
fist,1,8,12,10,8,39,48,57,63
fist,1,9,10,9,3,45,55,63,68
fist,0,8,13,11,13,45,48,60,55
fist,0,9,12,13,16,39,48,57,65
fist,3,11,11,11,3,36,60,58,61
fist,2,10,11,10,13,40,52,61,64
fist,3,11,9,13,17,49,64,61,73
fist,3,10,12,12,5,49,58,61,73
fist,10,11,14,15,70,24,30,23,30
fist,6,14,13,15,11,35,61,53,71
fist,1,12,13,13,1,59,63,64,66
fist,0,14,13,13,11,39,63,59,63
fist,0,14,15,15,8,36,60,54,53
fist,0,14,15,15,25,37,66,60,61
fist,1,15,14,17,18,45,61,64,61
fist,0,15,15,1,1,41,66,59,63
fist,0,14,14,16,1,38,63,58,58
fist,0,15,15,17,11,36,55,53,65
fist,0,12,15,15,1,46,67,65,71
fist,1,13,14,16,1,43,68,71,75
fist,0,13,16,16,32,43,70,61,73
fist,2,14,15,1,38,37,63,65,63
fist,1,13,15,16,38,55,59,65,1
fist,0,12,16,1,39,58,71,74,73
fist,1,13,16,16,34,46,71,74,76
fist,2,13,17,17,42,46,69,75,67
fist,2,12,17,17,38,53,81,84,76
fist,0,13,15,16,42,64,81,74,63
fist,1,13,16,1,37,56,83,86,64
fist,0,13,16,1,46,52,67,70,59
fist,2,13,17,16,40,53,71,74,67
fist,0,14,16,16,47,56,81,74,63
fist,1,14,17,15,42,50,81,75,63
fist,4,14,17,18,47,38,57,75,63
fist,0,14,16,16,42,53,71,68,1
fist,0,12,17,16,43,68,71,78,1
fist,2,14,17,15,48,46,63,78,71
fist,3,14,17,15,48,54,84,78,1
fist,9,19,13,10,1,6,26,0,3
fist,1,11,14,14,25,42,72,68,58
fist,5,13,18,16,51,41,72,55,71
fist,4,14,16,16,47,55,72,81,59
fist,3,13,17,14,51,50,87,66,1
fist,5,15,17,14,45,55,84,68,71
fist,5,15,15,16,45,42,72,66,59
fist,4,14,17,16,48,54,72,77,1
fist,3,14,17,14,48,69,86,78,59
fist,4,14,17,14,53,54,72,71,59
fist,3,14,16,16,45,55,72,78,71
fist,11,22,24,19,69,10,31,29,32
fist,2,11,14,15,1,49,75,80,47
fist,5,17,17,15,49,34,71,78,59
fist,5,16,16,15,51,41,72,66,1
fist,4,13,16,16,44,52,61,66,71
fist,4,13,18,14,56,55,63,78,59
fist,4,14,15,16,45,55,75,63,71
fist,4,13,16,16,49,52,73,78,59
fist,3,13,16,15,47,69,75,78,1
fist,2,14,16,16,48,58,73,81,1
fist,2,13,15,14,48,49,61,66,1
fist,14,19,23,1,1,27,42,55,61
fist,4,13,13,15,16,41,85,80,39
fist,3,16,15,16,43,45,86,66,1
fist,3,14,16,16,45,58,78,80,1
fist,5,15,16,17,45,38,66,58,1
